"static",1150,16,2.681883
"static",1150,16,2.689979
"static",1150,16,2.697969
"static,1",1150,16,1.132401
"static,1",1150,16,1.132570
"static,1",1150,16,1.133758
"dynamic,5",1150,16,1.130227
"dynamic,5",1150,16,1.123614
"dynamic,5",1150,16,1.124584
"guided,10",1150,16,1.554180
"guided,10",1150,16,1.556829
"guided,10",1150,16,1.553360
